Country_Name,Country_Code,Indicator_Name,Indicator_Code,2011
Cameroon,CMR,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,0
Cameroon,CMR,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,2.311253
Cameroon,CMR,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,0.3642887
Cameroon,CMR,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,1.753876
Cameroon,CMR,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,0.2590576
Cameroon,CMR,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,0.9942179
Cameroon,CMR,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,1.466165
Cameroon,CMR,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,1.273029
Cameroon,CMR,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,0
Cameroon,CMR,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,7.036275
Cameroon,CMR,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,5.83892
Cameroon,CMR,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,5.818371
Cameroon,CMR,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,2.900675
Cameroon,CMR,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,7.675098
Cameroon,CMR,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,5.851029
Cameroon,CMR,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,4.486527
Cameroon,CMR,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,0.9942179
Cameroon,CMR,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,4.173229
Cameroon,CMR,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,12.98796
Cameroon,CMR,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,11.13884
Cameroon,CMR,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,15.38695
Central African Republic,CAF,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,8.649582
Central African Republic,CAF,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,11.33522
Central African Republic,CAF,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,0
Central African Republic,CAF,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,9.474984
Central African Republic,CAF,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,5.715255
Central African Republic,CAF,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,6.625708
Central African Republic,CAF,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,8.683809
Central African Republic,CAF,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,8.282364
Central African Republic,CAF,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,9.470847
Central African Republic,CAF,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,8.945566
Central African Republic,CAF,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,14.64331
Central African Republic,CAF,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,10.96834
Central African Republic,CAF,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,18.72018
Central African Republic,CAF,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,0
Central African Republic,CAF,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,11.70137
Central African Republic,CAF,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,2.465817
Central African Republic,CAF,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,9.628416
Central African Republic,CAF,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,0
Central African Republic,CAF,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,8.835289
Central African Republic,CAF,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,16.58234
Central African Republic,CAF,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,12.66365
Central African Republic,CAF,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,14.64331
Canada,CAN,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,42.98305
Canada,CAN,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,46.1672
Canada,CAN,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,35.20966
Canada,CAN,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,48.35079
Canada,CAN,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,39.45477
Canada,CAN,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,44.05136
Canada,CAN,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,27.09272
Canada,CAN,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,42.82152
Canada,CAN,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,46.16616
Canada,CAN,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,43.15738
Canada,CAN,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,39.47991
Canada,CAN,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,69.87673
Canada,CAN,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,66.74265
Canada,CAN,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,63.91239
Canada,CAN,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,73.9884
Canada,CAN,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,73.33745
Canada,CAN,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,69.83067
Canada,CAN,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,61.58521
Canada,CAN,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,63.12745
Canada,CAN,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,71.92915
Canada,CAN,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,75.43486
Canada,CAN,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,74.09505
Chad,TCD,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,24.2181
Chad,TCD,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,
Chad,TCD,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,
Chad,TCD,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,
Chad,TCD,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,
Chad,TCD,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,
Chad,TCD,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,
Chad,TCD,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,
Chad,TCD,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,
Chad,TCD,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,
Chad,TCD,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,
Chad,TCD,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,31.53415
Chad,TCD,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,
Chad,TCD,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,
Chad,TCD,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,
Chad,TCD,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,
Chad,TCD,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,
Chad,TCD,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,
Chad,TCD,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,
Chad,TCD,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,
Chad,TCD,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,
Chad,TCD,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,
Chile,CHL,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,20.28729
Chile,CHL,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,17.53301
Chile,CHL,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,10.55489
Chile,CHL,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,23.85746
Chile,CHL,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,23.17976
Chile,CHL,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,19.74233
Chile,CHL,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,7.021021
Chile,CHL,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,23.96261
Chile,CHL,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,23.88903
Chile,CHL,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,19.23467
Chile,CHL,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,22.63174
Chile,CHL,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,61.75272
Chile,CHL,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,56.24795
Chile,CHL,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,38.27247
Chile,CHL,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,69.65865
Chile,CHL,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,67.19414
Chile,CHL,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,59.08071
Chile,CHL,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,32.60996
Chile,CHL,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,51.45737
Chile,CHL,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,68.57816
Chile,CHL,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,64.71417
Chile,CHL,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,72.16041
China,CHN,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,15.36876
China,CHN,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,15.68313
China,CHN,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,6.628104
China,CHN,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,19.17587
China,CHN,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,15.09249
China,CHN,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,12.23446
China,CHN,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,9.584349
China,CHN,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,10.89166
China,CHN,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,26.12107
China,CHN,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,25.3137
China,CHN,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,32.52251
China,CHN,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,33.41384
China,CHN,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,32.36087
China,CHN,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,16.12002
China,CHN,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,40.90641
China,CHN,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,34.33867
China,CHN,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,28.33452
China,CHN,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,20.74101
China,CHN,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,24.61531
China,CHN,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,55.91758
China,CHN,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,53.01497
China,CHN,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,58.8012
Colombia,COL,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,3.685497
Colombia,COL,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,5.019623
Colombia,COL,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,8.600241
Colombia,COL,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,2.001903
Colombia,COL,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,2.685117
Colombia,COL,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,3.190117
Colombia,COL,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,0.9486421
Colombia,COL,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,3.891134
Colombia,COL,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,4.102388
Colombia,COL,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,3.696261
Colombia,COL,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,8.031974
Colombia,COL,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,61.21921
Colombia,COL,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,61.13354
Colombia,COL,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,59.52166
Colombia,COL,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,61.77423
Colombia,COL,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,61.28483
Colombia,COL,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,61.13864
Colombia,COL,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,42.05977
Colombia,COL,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,51.38597
Colombia,COL,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,64.37379
Colombia,COL,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,66.37689
Colombia,COL,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,63.08292
Comoros,COM,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,9.407782
Comoros,COM,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,5.507122
Comoros,COM,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,5.964821
Comoros,COM,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,10.18738
Comoros,COM,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,12.26724
Comoros,COM,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,8.228453
Comoros,COM,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,8.314171
Comoros,COM,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,12.74456
Comoros,COM,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,9.905865
Comoros,COM,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,2.149864
Comoros,COM,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,19.20436
Comoros,COM,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,11.89264
Comoros,COM,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,7.9668
Comoros,COM,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,10.213
Comoros,COM,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,12.27297
Comoros,COM,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,14.77056
Comoros,COM,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,11.26615
Comoros,COM,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,10.82062
Comoros,COM,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,15.20042
Comoros,COM,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,12.38089
Comoros,COM,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,4.697801
Comoros,COM,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,17.09686
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,10.49626
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,10.60982
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,
"Congo, Dem. Rep.",ZAR,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,
"Congo, Rep.",COG,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,2.371821
"Congo, Rep.",COG,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,
"Congo, Rep.",COG,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,
"Congo, Rep.",COG,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,
"Congo, Rep.",COG,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,
"Congo, Rep.",COG,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,
"Congo, Rep.",COG,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,
"Congo, Rep.",COG,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,
"Congo, Rep.",COG,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,
"Congo, Rep.",COG,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,
"Congo, Rep.",COG,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,
"Congo, Rep.",COG,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,6.309319
"Congo, Rep.",COG,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,
"Congo, Rep.",COG,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,
Costa Rica,CRI,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,8.953103
Costa Rica,CRI,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,14.67834
Costa Rica,CRI,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,10.48227
Costa Rica,CRI,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,8.408126
Costa Rica,CRI,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,5.026632
Costa Rica,CRI,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,7.52903
Costa Rica,CRI,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,9.683131
Costa Rica,CRI,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,5.922495
Costa Rica,CRI,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,8.685021
Costa Rica,CRI,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,11.79844
Costa Rica,CRI,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,13.80805
Costa Rica,CRI,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,72.15847
Costa Rica,CRI,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,73.46698
Costa Rica,CRI,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,60.98729
Costa Rica,CRI,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,76.20791
Costa Rica,CRI,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,71.26125
Costa Rica,CRI,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,69.96387
Costa Rica,CRI,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,60.22965
Costa Rica,CRI,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,69.97469
Costa Rica,CRI,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,76.66725
Costa Rica,CRI,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,74.23392
Costa Rica,CRI,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,79.3619
Croatia,HRV,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,3.336503
Croatia,HRV,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,3.7632
Croatia,HRV,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,4.264156
Croatia,HRV,"ATM is main mode of deposit, income, top 60% (% with an account, age 15+)",WP11631.1.9,2.781442
Croatia,HRV,"ATM is main mode of deposit, male (% with an account, age 15+)",WP11631.1.2,2.875303
Croatia,HRV,"ATM is main mode of deposit, older adults (% with an account, age 25+)",WP11631.1.5,3.121095
Croatia,HRV,"ATM is main mode of deposit, primary education or less (% with an account, age 15+)",WP11631.1.6,1.631337
Croatia,HRV,"ATM is main mode of deposit, rural (% with an account, age 15+)",WP11631.1.10,3.486676
Croatia,HRV,"ATM is main mode of deposit, secondary education or more (% with an account, age 15+)",WP11631.1.7,3.497781
Croatia,HRV,"ATM is main mode of deposit, urban (% with an account, age 15+)",WP11631.1.11,2.935865
Croatia,HRV,"ATM is main mode of deposit, young adults (% with an account, age 15-24)",WP11631.1.4,3.983206
Croatia,HRV,"ATM is main mode of withdrawal  (% with an account, age 15+)",WP11630.1.1,70.63783
Croatia,HRV,"ATM is main mode of withdrawal, female (% with an account, age 15+)",WP11630.1.3,70.71262
Croatia,HRV,"ATM is main mode of withdrawal, income, bottom 40% (% with an account, age 15+)",WP11630.1.8,63.11867
Croatia,HRV,"ATM is main mode of withdrawal, income, top 60% (% with an account, age 15+)",WP11630.1.9,75.10802
Croatia,HRV,"ATM is main mode of withdrawal, male (% with an account, age 15+)",WP11630.1.2,70.55758
Croatia,HRV,"ATM is main mode of withdrawal, older adults (% with an account, age 25+)",WP11630.1.5,69.75578
Croatia,HRV,"ATM is main mode of withdrawal, primary education or less (% with an account, age 15+)",WP11630.1.6,50.17939
Croatia,HRV,"ATM is main mode of withdrawal, rural (% with an account, age 15+)",WP11630.1.10,68.70275
Croatia,HRV,"ATM is main mode of withdrawal, secondary education or more (% with an account, age 15+)",WP11630.1.7,74.03593
Croatia,HRV,"ATM is main mode of withdrawal, urban (% with an account, age 15+)",WP11630.1.11,75.76018
Croatia,HRV,"ATM is main mode of withdrawal, young adults (% with an account, age 15-24)",WP11630.1.4,75.29768
Cyprus,CYP,"ATM is main mode of deposit  (% with an account, age 15+)",WP11631.1.1,6.737308
Cyprus,CYP,"ATM is main mode of deposit, female (% with an account, age 15+)",WP11631.1.3,6.588676
Cyprus,CYP,"ATM is main mode of deposit, income, bottom 40% (% with an account, age 15+)",WP11631.1.8,5.199821
